fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color_hue,Age
"10,4254258913594","0,4","0,12",3,92,29,53,"0,9967","3,37","0,7","10,3",6,15
"12,5437922366288","0,52","0,09","2,5",91,20,49,"0,9976","3,34","0,86","10,6",7,27
"9,05765587978565","0,42","0,53","3,3",105,33,98,1001,"3,2","0,95","9,2",5,15
"12,7547213862971","0,52","0,09","2,5",91,20,49,"0,9976","3,34","0,86","10,6",7,26
"10,7911663114356","0,2","0,48",2,343,6,18,"0,9979","3,3","0,71","10,5",5,13
"10,8581396278596","0,55","0,23","2,7",91,18,48,"0,9994","3,22","0,64","10,3",6,15
"11,9479053861477","0,36","0,25","2,4",98,5,16,"0,9964","3,41","0,6","10,1",6,17
"10,9560838831675","0,34","0,52","3,2",94,17,53,"1,0014","3,05","0,81","9,5",6,16
"10,3265053171558","0,5","0,46","2,5",73,5,27,"1,0001","3,05","0,64","9,5",5,16
"9,5796210874544","0,83","0,37","2,6",86,26,70,"0,9981","3,16","0,52","9,9",5,15
"9,5080189445347","0,63","0,06",2,83,8,29,"0,99855","3,67","0,73","9,6",5,16
"10,2684489785011","0,65","0,02","2,3",94,5,31,"0,9993","3,67","0,8","9,7",5,16
"10,7359709735931","0,67","0,06","2,1","0,08",8,33,"0,99845","3,68","0,71","9,6",5,13
"10,983259567357","0,53","0,06","2,6",86,20,44,"0,9965","3,38","0,59","10,7",6,17
"10,1568922308225","0,18","0,48","1,5",68,7,15,"0,9973","3,22","0,64","10,1",6,16
"10,210741456611",705,"0,12","2,6",92,12,28,"0,9994","3,51","0,72",10,5,17
"10,1792276609507","0,67","0,12","1,6",186,5,21,996,"3,39","0,54","9,5",5,15
"10,1275658984071","0,65","0,6","2,1",112,12,90,"0,9973","3,2","0,52","9,2",5,12
"10,2355218081321","0,53","0,48","2,5",63,6,25,"0,9998","3,12","0,59","9,3",6,19
"9,78254478344914","0,62","0,32","2,2",82,7,54,"0,9966","3,36","0,52","9,4",5,16
"11,9200684557619","0,41","0,42","2,4",213,6,14,"0,9994","3,19","0,62","9,5",6,15
"11,6110904276899","0,43","0,44","2,4",214,5,12,"0,9994","3,19","0,63","9,5",6,16
"10,1483026580865","0,29","0,38","1,7",62,9,30,"0,9968","3,41","0,53","9,5",6,19
"10,8185317809676","0,53","0,48","2,5",63,6,25,"0,9998","3,12","0,59","9,3",6,17
"11,0737951140743","0,53","0,24",2,72,15,105,996,"3,27","0,54","9,4",6,18
"10,7638593207967","0,46","0,31","2,8",93,19,98,"0,99815","3,32","0,63","9,5",6,17
"10,0810200328792","0,47","0,3",3,76,30,135,"0,9976","3,3","0,53","9,4",5,17
"9,24755344948802","0,36","0,29","2,6",87,26,72,"0,99645","3,39","0,68",11,5,13
"11,8966001197457","0,35","0,29","2,5",96,20,53,"0,9962","3,42","0,65",11,6,19
"10,9214917886367","0,56","0,23","3,4",102,37,92,"0,9996","3,3","0,65","10,1",5,13
"10,1093311842436","0,77","0,12","2,9",82,30,74,"0,99865","3,3","0,64","10,4",6,16
"12,2673938663645","0,66","0,39","3,2",83,21,59,"0,9989","3,37","0,71","11,5",7,29
"11,3434877462318","0,77","0,12","2,9",82,30,74,"0,99865","3,3","0,64","10,4",6,16
"12,2662202469957","0,66","0,39","3,2",83,21,59,"0,9989","3,37","0,71","11,5",7,28
"9,70402849001974","0,61","0,26","3,4","0,09",25,87,"0,99975","3,24","0,62","9,7",5,13
"10,913536867055","0,62","0,05","2,3",79,6,18,"0,99735","3,29","0,63","9,3",5,14
"11,2117039353648","0,59","0,42","2,8","0,09",35,73,999,"3,28","0,7","9,5",6,18
"11,3077391226535","0,49","0,2",11,71,13,50,"1,0015","3,16","0,69","9,2",6,16
"11,6429819832344","0,49","0,2",11,71,13,50,"1,0015","3,16","0,69","9,2",6,15
"12,1821528550165","0,53","0,66","3,65",121,6,14,"0,9978","3,05","0,74","11,5",7,27
"10,2890042747653","0,44","0,5","4,5",107,5,13,998,"3,28","0,83","11,5",5,16
"11,545998650096","0,27","0,62","2,6",82,6,21,"1,0002","3,16","0,67","9,7",6,18
"9,80102684828941","0,46","0,39",2,61,7,15,"0,9981","3,18","0,62","9,5",5,14
"11,0048116048496","0,36","0,64","2,9",122,10,41,998,"3,23","0,66","12,5",6,16
"10,5857013824219","0,36","0,64","2,9",122,10,41,998,"3,23","0,66","12,5",6,16
"11,0614035180219","0,58","0,28","3,2",66,21,114,"0,9973","3,22","0,54","9,4",6,20
"10,8937956320868","0,56","0,08","2,1",105,16,44,"0,9958","3,13","0,52",11,5,12
"12,9093043091111","0,65","0,01","2,5",78,17,38,"0,9963","3,34","0,74","11,7",7,27
"12,288733799683",695,"0,53","3,4",128,7,21,"0,9992","3,17","0,84","12,2",7,28
"10,2964377881196","0,43","0,45","1,9",52,6,16,"0,9948","3,35","0,7","12,5",6,17
"10,1532712171907","0,43","0,32","2,8","0,08",29,58,"0,9974","3,31","0,64","10,3",5,13
"11,8857046494299","0,49","0,58",3,103,28,99,"1,0008","3,16",1,"11,5",6,16
"12,5539818177965","0,28","0,54","2,3",82,12,29,"0,9997","3,11","1,36","9,8",7,30
"10,41877791014","0,34","0,5","2,4",66,10,21,1,"3,12","1,18","9,2",6,15
"10,8175724835585","0,42","0,48","2,7",65,5,18,"0,9972","3,21","0,87","11,3",6,17
"11,3403547791727","0,39","0,47","1,8",118,6,14,"0,9982","3,3","0,75","9,8",6,16
"11,5038845986689","0,39","0,47","1,8",118,6,14,"0,9982","3,3","0,75","9,8",6,19
"11,0152921559949","0,57","0,5","2,6",82,6,32,"1,0006","3,12","0,78","10,7",6,15
"9,64916864798286",685,0,"1,9",67,40,63,"0,9979","3,6","0,81","9,9",5,17
"12,3829282308554",815,"0,02","2,7",72,17,34,"0,9955","3,58","0,89","12,3",7,25
"10,5437040688156","0,49","0,67",3,93,6,15,"0,9986","3,02","0,93",12,6,19
"11,0888292242287","0,56","0,31","2,8",89,15,46,"0,9979","3,11","0,92",10,6,20
"10,5529943997185",785,0,"2,6",93,11,28,"0,9994","3,36","0,86","9,4",6,18
"10,8299107183527","0,67","0,22","2,7",107,17,34,"1,0004","3,28","0,98","9,9",6,17
"10,9583233165451",795,0,"2,6",96,11,26,"0,9994","3,35","0,83","9,4",6,15
"9,86407354085474",665,0,"2,4","0,09",8,19,"0,9974","3,27","0,73","9,3",5,14
"9,68517992340928","0,53","0,79","4,8","0,12",23,77,"1,0018","3,18","0,77",13,5,14
"11,2910151167012","0,21","0,4","1,4",66,"40,5",165,"0,9912","3,25","0,59","11,9",6,19
"10,3318560515908","0,75","0,01","2,4",78,17,32,"0,9955","3,55","0,61","12,8",6,15
"9,21120262428842","0,41","0,52",3,"0,08",29,55,"1,0001","3,26","0,88",11,5,12
"12,9452161554435","0,42","0,66","2,95",116,12,29,997,"3,24","0,75","11,7",7,29
"12,1815276902905","0,43","0,66","3,1",109,10,23,1,"3,15","0,85","10,4",7,27
"10,5815583053574","0,38","0,66","2,6",88,10,41,1001,"3,17","0,68","9,8",6,20
"9,81402430337939","0,7","0,23",2,99,14,81,"0,9973","3,19","0,7","9,4",5,12
"11,2922947893677","0,45","0,31","2,6",86,21,50,"0,9982","3,37","0,91","9,9",6,15
"10,198640242013","0,58","0,66","2,5",72,6,37,"0,9992","3,05","0,56",10,5,14
"9,18247014980429","0,46","0,63",2,71,6,15,"0,9988","2,99","0,87","10,2",5,14
"12,6768453596854",615,"0,66","5,8",83,7,42,"1,0022","3,07","0,73",10,7,28
"11,2067436158827","0,42","0,5","3,4",107,7,21,"0,9979","3,26","0,93","11,8",6,16
"12,4768739318987",615,"0,66","5,8",83,7,42,"1,0022","3,07","0,73",10,7,29
"9,3266761890868",575,"0,61","2,6",76,11,24,1,"3,16","0,69",9,5,17
"10,2941253370425","0,34","0,52","2,8",159,15,75,"0,9998","3,18","0,64","9,4",5,16
"12,9464542259441","0,27","0,53","2,4",74,6,18,"0,9962","3,2","1,13",12,7,30
"9,74176475074464",765,"0,02","2,3",63,35,63,"0,9975","3,57","0,78","9,9",5,12
"11,0843750168667","0,24","0,4","1,6",56,11,25,"0,9967","3,32","0,87","8,7",6,19
"10,0034611300903","0,28","0,48","1,8",67,26,46,"0,9967","3,32","1,04","10,6",6,16
"9,46657473823281","0,55","0,22","2,2",106,12,72,"0,9959","3,05","0,63","9,2",5,15
"11,6272506661493","0,41","0,63","3,8",89,6,47,"1,0014","3,01","0,81","10,8",6,17
"12,2364823543108","0,54","0,71","4,4",124,6,15,"0,9984","3,01","0,83","11,8",7,28
"11,3953846233978","0,45","0,5",3,78,19,47,"1,0003","3,26","1,11",11,6,15
"12,3370019058574","0,27","0,53","2,4",74,6,18,"0,9962","3,2","1,13",12,7,26
"10,6398561620574",625,"0,66","6,2",88,6,24,"0,9988","3,11","0,99","13,3",6,18
"11,5673168012589","0,42","0,38","2,5",94,24,60,"0,9979","3,31","0,7","10,8",6,15
"11,6283875999567","0,26","0,42",2,"0,08",11,27,"0,9974","3,21","0,8","9,4",6,16
"10,7232952184031",415,"0,68","2,9",85,17,43,"1,0014","3,06","0,8",10,6,16
"10,0707153962616","0,26","0,42",2,"0,08",11,27,"0,9974","3,21","0,8","9,4",6,19
"10,9114161410156","0,26","0,42",2,"0,08",11,27,"0,9974","3,21","0,8","9,4",6,17
"10,6207897198027","0,51","0,28","2,1",87,23,54,998,"3,42","0,74","9,2",5,13
"11,4082318878926","0,63","0,07","2,4","0,09",11,37,"0,9979","3,43","0,76","9,7",6,20
"10,8161232684275","0,54","0,26",2,88,23,48,"0,9981","3,41","0,74","9,2",6,16
"11,6575659654106","0,66","0,15","1,9",79,17,42,"0,9972","3,31","0,54","9,6",6,15
"11,766589576346","0,46","0,26","1,9",88,23,53,"0,9981","3,43","0,74","9,2",6,18
"12,2081728301552","0,38","0,31","2,5",96,16,49,"0,9982","3,19","0,7",10,7,25
"14,4340567845862","0,85","0,05","1,4",45,12,88,"0,9924","3,56","0,82","12,9",8,50
"10,8612549381192",415,"0,68","2,9",85,17,43,"1,0014","3,06","0,8",10,6,17
"10,202646200846","0,37","0,52",2,82,6,26,998,"3,18","0,51","9,5",5,18
"9,90078277395965",665,"0,61",2,112,13,95,997,"3,16","0,54","9,1",5,17
"10,8676670392605","0,6","0,65","2,3",63,6,25,"0,9997","3,03","0,57","9,9",5,15
"12,3176992160426","0,37","0,76","4,2",66,7,38,"1,0004","3,22","0,6",13,7,25
"10,4373484437443",735,"0,02","7,9",122,68,124,"0,9994","3,47","0,53","9,9",5,16
"11,425257030399","0,59","0,59","2,6",87,13,49,"0,9988","3,18","0,65",11,6,15
"10,0413960661044","0,59","0,59","2,6",87,13,49,"0,9988","3,18","0,65",11,6,16
"10,0215036478872",765,"0,22","2,3",64,9,42,"0,9963","3,1","0,55","9,4",5,17
"9,72167438698328",735,"0,02","7,9",122,68,124,"0,9994","3,47","0,53","9,9",5,14
"10,2006864153407","0,26","0,3","1,7",59,20,38,"0,9949","3,29","0,47","10,8",6,16
"11,7658906197577","0,48","0,54","2,6",85,19,64,1,"3,1","0,61","10,5",6,19
"10,9656177466937","0,6","0,49","2,7",85,10,41,"0,9994","3,15","0,63","10,5",6,20
"10,3747033328495","0,69","0,05","2,7",75,15,27,"0,9974","3,26","0,61","9,1",5,18
"10,0131706281889","0,31","0,46","1,4",59,11,25,"0,9966","3,36","0,76","10,1",6,19
"11,1095193615534","0,44","0,47","2,5",63,9,28,"0,9981","3,24","0,65","10,8",6,19
"12,7895704971535","0,39","0,66",3,93,12,30,"0,9996","3,18","0,63","10,8",7,28
"11,9891473522602","0,34","0,58","3,7",174,6,16,997,"3,19","0,7","11,3",6,20
"9,88326003019339","0,46","0,49","4,5","0,07",26,49,"0,9981","3,05","0,57","9,6",4,8
"11,014490345736","0,43","0,34","2,5","0,08",26,86,"0,9987","3,38","0,62","9,5",6,15
"10,0415986646174","0,45","0,35","2,4","0,08",23,78,"0,9987","3,38","0,62","9,5",5,17
"10,2779462301806",735,"0,16","1,9","0,1",15,77,"0,9966","3,27","0,64","9,3",5,18
"12,3374308947402","0,4","0,53","6,7",97,6,19,"0,9986","3,27","0,82","11,7",7,29
"10,805881198814","0,52","0,34","2,7",87,24,122,"0,9982","3,26","0,61","9,5",5,13
"10,1506087009378",725,"0,24","6,6",117,31,134,"1,0014","3,32","1,07","9,3",5,16
"11,4389627839235","0,48","0,64","2,2",111,6,20,997,"3,26","0,66","11,7",6,17
"10,1049166704901","0,58","0,12","1,9",91,34,124,"0,9956","3,44","0,48","10,5",5,17
"11,6123669384576","0,38","0,51",2,121,7,20,"0,9996","3,24","0,76","10,4",6,19
"10,4774617996453","0,77",0,"1,8",66,34,52,"0,9976","3,62","0,68","9,9",5,15
"12,0315628401395","0,56","0,33","2,4",89,35,67,"0,9972","3,28","0,73","11,8",7,26
"12,180926592673","0,84","0,03","2,3",59,32,48,"0,9952","3,52","0,56","12,3",7,30
"10,7877142002996","0,96","0,2",2,47,15,60,"0,9955","3,36","0,44","10,9",5,16
"12,7987068126227","0,24","0,47","2,1",66,6,24,"0,9978","3,15","0,9",11,7,30
"10,7149633698129","0,96","0,2",2,47,15,60,"0,9955","3,36","0,44","10,9",5,18
"12,544023667954","0,84","0,03","2,3",59,32,48,"0,9952","3,52","0,56","12,3",7,26
"11,9096376444656","0,67","0,08","2,1",45,19,48,"0,9949","3,49","0,49","11,4",6,18
"11,4953388408709","0,78","0,22","1,9",77,6,32,"0,9988","3,26","0,56","10,6",6,15
"10,5632878881257","0,52","0,33","1,3","0,07",9,30,"0,9978","3,24","0,6","9,3",5,12
"11,5100061032509","0,84","0,63","2,4",88,13,35,"0,9997","3,1","0,6","10,4",6,17
"12,5517103521285","0,24","0,47","2,1",66,6,24,"0,9978","3,15","0,9",11,7,28
"9,46671754512348","0,55","0,35","2,2",74,21,66,"0,9974","3,25","0,56","9,2",5,14
"11,3818949964733","0,37","0,69","2,3",78,12,24,"0,9958",3,"0,65","12,8",6,16
"10,8250511100285","0,39","0,63","2,3",91,6,18,"1,0004","3,16","0,49","9,5",5,18
"11,4004066050468","0,41","0,55","3,2",76,22,54,"0,9996","3,15","0,89","9,9",6,18
"10,755754924327","0,39","0,63","2,3",91,6,18,"1,0004","3,16","0,49","9,5",5,17
"11,1266160800078","0,67","0,3",2,"0,06",38,62,"0,9958","3,26","0,56","10,2",6,19
"10,3597035131707","0,45","0,73","3,2",66,6,22,"0,9986","3,17","0,66","11,2",6,15
"11,7849947193467","0,41","0,55","3,2",76,22,54,"0,9996","3,15","0,89","9,9",6,19
"9,16319814670548","0,62","0,18","1,5",62,7,50,"0,9951","3,08","0,6","9,3",5,13
"14,3882694787058","0,31","0,72","2,2",72,6,29,"0,9987","2,88","0,82","9,8",8,49
"10,6920457524549","0,4","0,65","2,15",68,7,27,"0,9988","3,06","0,68","11,3",6,15
"12,7030471049305",685,"0,76","3,7","0,1",6,43,"1,0032","2,95","0,68","11,2",7,25
"12,3415327806385","0,44","0,49","2,7",77,11,19,"0,9963","3,23","0,63","11,6",7,28
"12,2937997306321","0,57","0,01","1,7",54,5,27,"0,9934","3,57","0,84","12,5",7,27
"11,9321687768043",735,"0,1","2,1",79,6,31,"0,9986","3,23","0,56","10,1",6,19
"10,8914709380467","0,38","0,6","2,6",81,31,72,"0,9996","3,1","0,73","10,5",5,13
"9,86467210757751","0,48","0,29","2,1",127,6,16,"0,9968","3,22","0,72","11,2",5,17
"11,8884113377744","0,53","0,22",2,"0,1",7,27,"0,9967","3,2","0,56","10,2",6,18
"11,64586483149","0,39","0,69","2,8",95,17,35,"0,9994","3,1","0,61","10,8",6,19
"10,5096889008461","0,39","0,69","2,8",95,17,35,"0,9994","3,1","0,61","10,8",6,19
"10,8786364005578","0,37","0,53","1,8",413,9,26,"0,9979","3,06","1,06","9,1",6,19
"11,6642848863618","0,56","0,03","1,7",84,18,35,"0,9968","3,44","0,63",10,6,20
"12,0970331372201","0,33","0,63","2,8",84,5,22,"0,9998","3,26","0,74","11,2",7,25
"9,30306147943339","0,23","0,4","1,6",63,21,67,"0,9952","3,5","0,63","11,1",5,15
"14,3968085074858","0,62","0,67","5,2",86,6,19,"0,9988","3,22","0,69","13,4",8,42
"10,3337099082344","0,59","0,39","2,3",95,5,22,"0,9986","3,37","0,58","10,3",5,12
"9,83586783543375","0,63","0,21","2,7",97,29,65,"0,9988","3,28","0,58","9,6",5,17
"12,0315397760676","0,33","0,63","2,8",84,5,22,"0,9998","3,26","0,74","11,2",7,25
"6,38522357432886","0,58","0,66","2,2",74,10,47,"1,0008","3,25","0,57",9,3,5
"10,4289184591544","0,43","0,52","2,3",83,14,23,"0,9976","3,35","0,61","11,3",6,15
"9,74696022102973",615,"0,22","2,6",87,6,19,"0,9982","3,26","0,61","9,3",5,12
"10,2112317465857","0,26","0,68","2,55",85,10,25,997,"3,18","0,61","11,8",5,13
"9,81956980362316","0,66","0,7","2,2",98,25,129,"0,9972","3,08","0,53",9,5,13
"11,3121650037024",315,"0,54","2,1",84,5,15,"0,9987","2,98","0,7","9,2",6,17
"10,0154724738829","0,29","0,4","2,9",98,10,26,"1,0006","3,48","0,91","9,7",5,14
"11,3113761322057","0,5","0,42",2,69,21,51,"0,9982","3,16","0,72","11,5",6,20
"10,9081650822952","0,46","0,45","2,6",65,7,18,"0,9947","3,32","0,79",14,6,16
"11,4955061057241","0,36","0,69","2,1","0,09",6,21,1,"3,17","0,62","9,2",6,18
"10,4522422861668","0,82","0,02","1,2","0,07",36,48,"0,9952","3,2","0,58","9,8",5,12
"10,0986618604281","0,32","0,65","2,6",93,15,47,"0,9996","3,05","0,61","10,6",5,18
"11,5841521030246","0,54","0,42","2,4",81,25,52,997,"3,2","0,71","11,4",6,20
"10,8850205281783","0,37","0,55","2,6",83,25,68,"0,9995","3,15","0,82","10,4",6,16
"10,271936567764","0,35","0,55","2,1",62,5,14,"0,9971","3,26","0,79","10,6",5,14
"11,9540929564448","0,28","0,51","1,7","0,08",10,24,"0,9982","3,2","0,89","9,4",6,20
"9,11481113433953","0,68","0,24","2,2",87,5,28,"0,9988","3,14","0,6","10,2",5,17
"10,5113110431528","0,27","0,41",2,91,6,16,998,"3,28","0,7","9,7",5,16
"11,4880753194569","0,24","0,49","1,8",75,6,20,"0,9977","3,18","1,06",11,6,16
"10,9554202280406","0,68","0,24","2,2",87,5,28,"0,9988","3,14","0,6","10,2",5,16
"10,1581273776241",685,"0,11","2,7",77,6,31,"0,9984","3,19","0,7","10,1",6,20
"10,512988905225","0,28","0,39","15,5",69,6,23,"1,0026","3,12","0,66","9,2",5,18
"15,5136178888744","0,3","0,56","2,8","0,08",6,17,"0,9964","3,15","0,92","11,7",8,41
"9,07599767741834","0,36","0,59","2,2",152,6,18,"0,9986","3,04","1,05","9,4",5,17
"9,62515355728636","0,36","0,6","2,2",152,7,18,"0,9986","3,04","1,06","9,4",5,12
"10,4983543777686","0,44","0,68","4,1",114,6,24,997,"3,06","0,66","13,4",6,18
"9,63714838194313","0,67","0,39","1,9",54,6,17,"0,9976","3,17","0,47",10,5,15
"10,4979920851322","0,67","0,39","1,9",54,6,17,"0,9976","3,17","0,47",10,5,14
"10,5559564929296",645,"0,36","1,8",53,5,14,"0,9982","3,17","0,42",10,6,20
"12,6370094220654","0,32","0,55","2,8",81,35,67,"1,0002","3,32","0,92","10,8",7,25
"10,6585126249836","0,39","0,4","2,6",73,10,26,"0,9984","3,34","0,75","10,2",6,15
"11,4818268399255",775,"0,27","2,8",78,24,56,"0,9984","3,31","0,67","10,6",6,15
"12,4962138956921","0,41","0,5","2,5",55,12,25,"0,9952","3,34","0,79","13,3",7,30
"12,6844260098547","0,4","0,51","2,6",52,13,27,995,"3,32","0,9","13,4",7,29
"11,6654019295066","0,69","0,31",3,86,23,81,"1,0002","3,48","0,74","11,6",6,19
"10,7541649782341","0,39","0,23","8,3",51,28,91,"0,9952","3,44","0,55","12,1",6,19
"16,3171093605282","0,35","0,53","2,6","0,07",5,16,"0,9972","3,15","0,65",11,8,45
"10,8233799723875","0,52","0,25","1,9",81,14,38,"0,9984","3,43","0,65",9,6,18
"9,59950107876769","0,34","0,32","2,5","0,09",43,113,"0,9966","3,32","0,79","11,1",5,16
"15,6024526603403","0,35","0,53","2,6","0,07",5,16,"0,9972","3,15","0,65",11,8,46
"10,7587553765169","0,69","0,31",3,86,23,81,"1,0002","3,48","0,74","11,6",6,15
"11,1198210445763","0,52","0,25","1,9",81,14,38,"0,9984","3,43","0,65",9,6,17
"12,169469800969","0,44","0,73","6,55",74,38,76,999,"3,17","0,85",12,7,29
"12,1705625559526","0,44","0,73","6,55",74,38,76,999,"3,17","0,85",12,7,27
"12,6676763102677","0,26","0,47","1,9",78,6,24,"0,9976","3,18","1,04","10,9",7,29
"12,587090162677","0,24","0,42","1,8",77,6,22,"0,9976","3,21","1,05","10,8",7,29
"12,7894770052623","0,49","0,63","2,9",72,10,26,"0,9968","3,16","0,78","12,5",7,26
"12,0348308933098","0,24","0,46","1,8",75,6,21,"0,9976","3,25","1,02","10,8",7,29
"10,2143267393905","0,67","0,55","2,3",84,6,13,1,"3,17","0,71","9,5",6,18
"10,5642316334994","0,59","0,31","2,2","0,09",26,62,"0,9994","3,18","0,63","10,2",6,18
"12,6811583571368","0,29","0,75","2,8",84,23,43,"0,9986","3,04","0,68","11,4",7,26
"10,353223906294","0,42","0,49","4,6",73,19,43,"0,9978","3,02","0,61","9,5",5,12
"10,3873510128437","0,59","0,31","2,2","0,09",26,62,"0,9994","3,18","0,63","10,2",6,16
"11,6315486951123","0,4","0,48","2,1",125,15,49,998,"3,03","0,81","9,7",6,17
"12,6088121418079","0,51","0,64","2,4",107,6,15,"0,9973","3,09","0,66","11,8",7,27
"12,9628300996729","0,51","0,64","2,4",107,6,15,"0,9973","3,09","0,66","11,8",7,29
"9,34404493627943",655,"0,49","6,1",122,34,151,1001,"3,31","1,14","9,3",5,14
"10,0960687355288","0,6","0,49","4,3","0,1",5,14,1001,"3,25","0,74","11,9",6,20
"7,64563027961599","0,61","0,49","2,1","0,2",5,16,"0,9994","3,16","0,63","8,4",3,3
"10,9189787031273","0,21","0,49","2,8",88,11,32,"0,9972","3,22","0,68","11,7",6,17
"10,0955807382965",365,"0,49","2,5",88,39,106,"0,9966","3,36","0,78",11,5,17
"11,1669578429082","0,25","0,49","2,7",88,15,33,"0,9982","3,42","0,9",10,6,15
"9,09066701059906","0,41","0,49",2,88,16,43,998,"3,48","0,64","9,1",5,15
"10,0717521286987","0,39","0,49","2,3",99,47,133,"0,9979","3,38","0,99","9,8",5,18
"9,27964941711797","0,4","0,49","2,5",85,38,142,"0,9978","3,22","0,55","9,4",5,12
"10,0192101084643","0,43","0,49","2,4",86,23,116,"0,9976","3,23","0,64","9,5",5,12
"9,5139148929682","0,64","0,24","2,8",105,29,53,"0,9998","3,24","0,67","9,9",5,12
"9,93871487709085",365,"0,49","2,5",88,39,106,"0,9966","3,36","0,78",11,5,13
"11,9720825580904","0,38","0,49","2,5",97,33,85,"0,9962","3,39","0,77","11,4",6,17
"10,970635501303","0,42","0,49","2,6",84,32,55,"0,9988","3,34","0,75","8,7",6,15
"10,7294536004848","0,63","0,24","2,4",77,6,33,"0,9974","3,09","0,57","9,4",5,16
"11,0866789419655","0,22","0,24","2,1",78,1,28,999,"3,41","0,87","10,3",6,20
"9,60799935156826","0,38","0,49","2,7",98,12,42,"1,0004","3,16","0,61","10,3",5,13
"10,4747750596203","0,38","0,49","2,7",98,12,42,"1,0004","3,16","0,61","10,3",5,16
"11,3409824074196","0,27","0,24","2,1",72,15,33,"0,9956","3,22","0,66","12,8",6,16
"10,8508634093956","0,48","0,24","2,7",102,13,32,1,"3,28","0,56",10,6,17
"11,6777746556546","0,22","0,24","2,1",78,1,28,999,"3,41","0,87","10,3",6,15
"9,21428739324221","0,63","0,24","2,4",77,6,33,"0,9974","3,09","0,57","9,4",5,18
"10,9673737267114",825,"0,24","2,1",84,5,13,"0,9972","3,37","0,77","10,7",6,15
"12,648655032873","0,35","0,49","5,8",66,5,35,"1,0014","3,2","0,66",12,7,28
"10,3833847858152","0,5","0,74","5,15","0,1",5,17,"0,9996","3,22","0,62","11,2",5,13
"10,2412265131939","0,59","0,24","3,3",101,20,47,"0,9988","3,26","0,67","9,6",5,17
"10,0270073004622","0,46","0,49","6,3",64,5,17,"0,9988","3,21","0,73",11,6,20
"10,9869238872751",715,"0,24","2,1","0,07",5,20,"0,9966","3,12","0,59","9,9",5,18
"11,0295280640092","0,66","0,24","2,5",85,16,53,"0,9993","3,06","0,72",11,6,16
"10,3292385631743","0,31","0,74","1,8",75,6,15,"1,0008","2,86","0,79","8,4",6,19
"10,1040061774615","0,47","0,49","2,6",94,38,106,"0,9982","3,08","0,59","9,1",5,14
"10,033935403913","0,55","0,24",2,78,10,28,"0,9983","3,45","0,78","9,5",6,18
"11,5422042610228","0,31","0,49","2,5",67,6,21,"0,9987","3,26","0,86","10,7",6,20
"10,0480690185663","0,35","0,49","2,6",79,27,69,"0,9994","3,12","0,75","10,4",6,19
"10,2554016152411","0,53","0,49","1,9",171,6,25,"0,9975","3,27","0,61","9,4",6,19
"11,7440327262845","0,51","0,01","2,1",74,9,25,"0,9958","3,33","0,56","9,5",6,19
"10,3081634820068","0,43","0,24","2,8",92,14,45,998,"3,19","0,73",10,6,16
"11,8691883019948","0,46","0,24","2,7",92,14,44,998,"3,12","0,74",10,6,16
"10,9302215748992","1,04","0,24","1,6","0,05",32,96,"0,9934","3,74","0,62","11,5",5,12
"9,71111674891889",645,"0,49","4,2",95,10,23,"1,00315","2,92","0,74","11,1",5,15
"9,90045886080582",645,"0,49","4,2",95,10,23,"1,00315","2,92","0,74","11,1",5,17
"11,4140889834906","0,53","0,49","4,6",118,10,17,"1,0002","3,07","0,56","11,7",6,20
"10,4483912073614",645,"0,49","4,2",95,10,23,"1,00315","2,92","0,74","11,1",5,14
"11,6649825150525","0,53","0,49","4,6",118,10,17,"1,0002","3,07","0,56","11,7",6,15
"10,6999537050959","0,47","0,49","4,3",85,6,47,"1,0021","3,3","0,68","12,7",6,19
"10,4112329803311","0,6","0,49","2,8",75,5,19,"0,9994","3,14","0,57","11,4",5,14
"9,87358552767102","0,44","0,49","2,4",78,26,121,"0,9978","3,23","0,58","9,2",5,14
"9,34092523995417","0,54","0,49","2,9",94,41,110,"0,9982","3,08","0,61","9,2",5,17
"10,572104376333","0,29","0,49","2,7",92,25,60,"0,9971","3,31","0,61","10,1",6,19
"10,7558214027386","0,47","0,49","4,3",85,6,47,"1,0021","3,3","0,68","12,7",6,17
"10,5055445879428","0,6","0,49","2,8",75,5,19,"0,9994","3,14","0,57","11,4",5,14
"10,0407829844722","0,7","0,24","2,5",226,5,15,"0,9991","3,32","0,6",9,6,15
"10,7181138308372","0,7","0,24","2,5",226,5,15,"0,9991","3,32","0,6",9,6,16
"10,7369258911615","0,5","0,49","2,6","0,25",5,20,999,"3,31","0,79","10,7",6,19
"11,0379280185121","0,36","0,24","2,2",95,19,42,"0,9946","3,57","0,57","11,7",6,18
"10,0593264225174","0,35","0,49","3,3","0,07",10,37,"1,0003","3,32","0,91",11,6,20
"11,2615388781023","0,36","0,24","2,2",95,19,42,"0,9946","3,57","0,57","11,7",6,18
"10,5849812204718","0,24","0,49","2,4",75,10,28,"0,9978","3,14","0,61","10,4",5,12
"9,12593785051431","0,59","0,49","2,1","0,07",14,47,"0,9991","3,3","0,56","9,6",4,8
"11,4801616802912","0,34","0,49","3,2",78,20,78,"0,9992","3,19","0,7",10,6,17
"10,5554140086596","0,27","0,49","3,1",79,28,46,"0,9993","3,2","0,8","10,2",6,19
